,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,year,number_of_books
4500,14492,Farewell to Salonica: City at the Crossroads,Leon Sciaky/Peter Sciaky,4.13,1589880021,9.78159E+12,eng,299,63,3,6/1/2003,Paul Dry Books,2003,1
4501,14495,The Mind Parasites,Colin Wilson,3.77,974935999,9.78097E+12,eng,240,927,90,10/1/2005,Monkfish Book Publishing,2005,3
4502,36025,Mysteries,Colin Wilson,4.08,1842931857,9.78184E+12,eng,672,354,15,7/28/2006,Watkins,2006,3
4503,36028,The Occult: A History,Colin Wilson,3.91,394718135,9.78039E+12,eng,606,36,7,2/12/1973,Vintage/Random House Inc. (NYC),1973,3
4504,14498,Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,4.24,1401210074,9.7814E+12,eng,224,33858,569,2/14/2007,Vertigo,2007,1
4505,14504,Marjorie Morningstar,Herman Wouk,3.98,316955132,9.78032E+12,eng,565,6609,582,6/15/1992,Back Bay Books,1992,8
4506,21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37,316952664,9.78032E+12,eng,896,47239,1251,2/5/2002,Back Bay Books,2002,8
4507,42382,The Caine Mutiny Court-Martial,Herman Wouk,4.12,385514417,9.78039E+12,eng,120,281,10,4/20/1954,Doubleday Books,1954,8
4508,42986,War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,316954993,9.78032E+12,eng,1042,29555,680,2/5/2002,Back Bay Books,2002,8
4509,42988,Don't Stop the Carnival,Herman Wouk,3.93,316955124,9.78032E+12,eng,416,2700,298,5/15/1992,Back Bay Books,1992,8
4510,42989,The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,316954411,9.78032E+12,eng,704,2336,141,6/3/2002,Back Bay Books,2002,8
4511,42990,Youngblood Hawke,Herman Wouk,4.04,316955175,9.78032E+12,eng,783,1248,68,5/15/1992,Back Bay Books,1992,8
4512,42993,Aurora Dawn,Herman Wouk,3.47,316955094,9.78032E+12,eng,288,213,20,4/15/1992,Back Bay Books,1992,8
4513,14542,The Perfume of the Lady in Black,Gaston Leroux/Margaret Jull Costa/Terry Hale,3.53,1873982984,9.78187E+12,eng,252,71,14,2/25/2015,Dedalus Limited,2015,1
4514,14560,Psyche in a Dress,Francesca Lia Block,3.84,60763728,9.78006E+12,eng,116,2449,217,9/1/2006,Joanna Cotler Books,2006,9
4515,14566,Echo,Francesca Lia Block,3.87,64407446,9.78006E+12,eng,215,4894,235,8/6/2001,HarperTeen,2001,9
4516,14567,Ecstasia,Francesca Lia Block,3.9,142400378,9.78014E+12,eng,196,1543,51,1/19/2004,Firebird,2004,9
4517,44323,The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,3.77,64407454,9.78006E+12,eng,240,6872,395,8/7/2001,Joanna Cotler Books/HarperCollinsPublishers,2001,9
4518,44325,I Was a Teenage Fairy,Francesca Lia Block,3.82,64408620,9.78006E+12,eng,192,6599,236,5/3/2000,HarperTeen,2000,9
4519,44331,Witch Baby (Weetzie Bat  #2),Francesca Lia Block,4.18,64470652,9.78006E+12,eng,128,3576,110,1/1/1992,HarperTeen,1992,9
4520,44349,Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,4.42,60594349,9.78006E+12,eng,240,469,5,7/6/2004,HarperTeen,2004,9
4521,44350,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,60594357,9.78006E+12,eng,304,413,5,7/6/2004,HarperTeen,2004,9
4522,44353,Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,60736259,9.78006E+12,eng,128,13013,1025,7/6/2004,HarperTeen,2004,9
4523,14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,4.33,553351397,9.78055E+12,eng,160,25071,1156,3/1/1992,Bantam,1992,1
4524,14583,Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,3.74,385484364,9.78039E+12,eng,496,67,8,2/1/1999,Knopf Publishing Group,1999,1
4525,14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,4.16,802142648,9.7808E+12,eng,452,25094,937,4/13/2006,Grove Press,2006,1
4526,14604,The Day the Country Died: A History of Anarcho-Punk  1980-1984,Ian Glasper,3.99,1901447707,9.7819E+12,eng,375,206,16,3/1/2007,Cherry Red Books,2007,1
4527,14605,Edie: Girl on Fire,David Weisman/Melissa Painter,4.22,811855260,9.78081E+12,eng,192,727,19,11/2/2006,Chronicle Books,2006,1
4528,14606,Edie,Jean Stein/George Plimpton,4.14,802134106,9.7808E+12,eng,564,4639,227,10/14/1994,Grove Press,1994,1
4529,14616,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,3.88,940450208,9.78094E+12,eng,1347,348,24,7/1/1985,Library of America,1985,2
4530,38288,The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer,James Fenimore Cooper/Blake Nevius,3.98,940450216,9.78094E+12,eng,1051,130,12,7/1/1985,Library of America,1985,2
4531,14640,The Catcher in the Rye: Annotations and Study Aids,J.D. Salinger/Rudolph F. Rau,3.8,3125738083,9.78313E+12,eng,80,78,1,12/1/1999,Klett,1999,1
4532,14656,Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),Donald J. Sobol/Leonard W. Shortall,4.01,553480804,9.78055E+12,eng,96,2602,49,12/1/1992,Yearling,1992,1
4533,14657,Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,4.08,553485210,9.78055E+12,eng,96,403,6,8/8/2003,Yearling,2003,2
4534,14659,Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),Donald J. Sobol/Warren Chang,4.04,553485172,9.78055E+12,eng,80,512,13,9/7/1999,Yearling Books,1999,2
4535,14658,Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,4.03,553156500,9.78055E+12,eng,96,637,19,1/1/1989,Yearling,1989,1
4536,14663,When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,3.77,156947396X,9.78157E+12,eng,310,1141,120,8/1/2005,Soho Crime,2005,1
4537,14664,The Red and the Black,Stendhal/Burton Raffel/Diane Johnson,3.88,812972074,9.78081E+12,eng,560,327,35,5/11/2004,Modern Library,2004,1
4538,14666,Red and Black,Stendhal/Robert M. Adams,3.88,393098214,9.78039E+12,eng,572,53,4,3/1/1969,W. W. Norton & Company,1969,1
4539,14670,Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,Robert Robinson/Jonathan Slevin,4.33,874918855,9.78087E+12,eng,436,80,14,12/31/1988,Acropolis Books (NY),1988,1
4540,14673,Thinking Visually (Basics Illustration  #1),Mark Wigan,3.62,2940373159,9.78294E+12,eng,184,51,5,12/20/2006,AVA Publishing,2006,1
4541,14679,Love,Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,3.71,014044307X,9.78014E+12,eng,336,1083,51,8/28/1975,Penguin Classics,1975,1
4542,14680,The Charterhouse of Parma,Stendhal/Richard Howard/Robert Andrew Parker,3.82,679783180,9.78068E+12,eng,532,10856,248,9/12/2000,Modern Library,2000,1
4543,14684,The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,3.82,192839578,9.78019E+12,eng,560,51,8,12/9/1999,Oxford University Press,1999,1
4544,14686,The King of Elfland's Daughter,Lord Dunsany/Neil Gaiman,3.84,034543191X,9.78035E+12,eng,240,4918,427,7/6/1999,Del Rey,1999,1
4545,14688,In the Land of Time: And Other Fantasy Tales,Lord Dunsany/S.T. Joshi,4.12,014243776X,9.78014E+12,eng,432,605,40,2/24/2004,Penguin Classics,2004,1
4546,14691,Fifty-One Tales,Lord Dunsany/John Gregory Betancourt/Lin Carter,3.79,1587150794,9.78159E+12,eng,108,357,50,4/1/2002,Borgo Press,2002,1
4547,14693,The Sword of Welleran and Other Stories,Lord Dunsany/Sidney H. Sime,4.01,486442179,9.78049E+12,eng,112,328,41,4/1/2005,Dover Publications,2005,1
4548,14705,Faust  Part One,Johann Wolfgang von Goethe/David  Luke,3.93,192835955,9.78019E+12,eng,240,1783,67,10/22/1998,Oxford University Press  USA,1998,2
4549,14707,Faust  Part Two,Johann Wolfgang von Goethe/David  Luke,3.73,192836366,9.78019E+12,eng,304,3560,87,7/22/1999,Oxford University Press  USA,1999,2
4550,14706,Faust  First Part,Johann Wolfgang von Goethe/Peter Salm,3.93,553213482,9.78055E+12,eng,327,48213,675,7/1/1988,Bantam Classics,1988,1
4551,14712,Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,3.7,826407072,9.78083E+12,eng,370,88,3,12/1/1991,Bloomsbury Academic,1991,1
4552,14719,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,761512195,9.78076E+12,eng,304,843,57,1/7/1998,Three Rivers Press,1998,1
4553,14721,The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,3.97,300110561,9.7803E+12,eng,528,1568,47,5/16/2006,Yale University Press,2006,1
4554,14729,War Trash,Ha Jin,3.79,1400075793,9.7814E+12,eng,368,3007,255,5/10/2005,Vintage,2005,6
4555,33561,The Bridegroom,Ha Jin,3.77,375724931,9.78038E+12,eng,240,1800,168,9/11/2001,Vintage,2001,6
4556,33563,Under the Red Flag,Ha Jin,3.88,1581950063,9.78158E+12,eng,224,356,28,6/1/1998,Steerforth,1998,6
4557,33565,Ocean of Words,Ha Jin,3.81,375702067,9.78038E+12,eng,205,419,26,7/28/1998,Vintage,1998,6
4558,33566,The Bridegroom,Ha Jin,3.77,99422174,9.7801E+12,eng,225,49,9,10/4/2001,Vintage,2001,6
4559,33567,In the Pond,Ha Jin,3.71,99428164,9.7801E+12,eng,160,1252,122,1/3/2002,Vintage,2002,6
4560,14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,743418174,9.78074E+12,eng,376,269843,5384,4/2/2002,Washington Square Press,2002,3
4561,14755,The Guy Not Taken: Stories,Jennifer Weiner,3.48,1416535209,9.78142E+12,eng,292,21715,1044,9/5/2006,Atria Books,2006,3
4562,14756,Goodnight Nobody,Jennifer Weiner,3.65,743470125,9.78074E+12,eng,400,54117,1849,5/2/2006,Washington Square Press,2006,3
4563,14770,Neuromancer,William Gibson,3.9,441012035,9.78044E+12,eng,384,1647,175,11/2/2004,Ace,2004,6
4564,22200,Count Zero (Sprawl  #2),William Gibson,4.01,441013678,9.78044E+12,eng,308,37360,799,3/7/2006,Ace Books,2006,6
4565,22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,425190447,9.78043E+12,eng,339,13020,316,2/4/2003,Berkley Books,2003,6
4566,22322,Spook Country (Blue Ant  #2),William Gibson,3.69,399154302,9.7804E+12,eng,371,16342,1258,8/7/2007,Putnam Adult,2007,6
4567,22325,Idoru (Bridge #2),William Gibson,3.8,425190455,9.78043E+12,eng,308,17632,388,1/7/2003,Berkley Trade,2003,6
4568,22326,Virtual Light (Bridge  #1),William Gibson,3.85,140157727,9.78014E+12,eng,304,18228,358,10/26/1996,Penguin Books Ltd,1996,6
4569,14778,Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,4.34,842313354,9.78084E+12,eng,208,6861,205,9/21/1994,Tyndale Momentum,1994,1
4570,14781,The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,4.08,061877355X,9.78062E+12,eng,736,200,22,9/8/2006,Mariner Books,2006,1
4571,14786,Chosen But Free,Norman L. Geisler,3.31,764225219,9.78076E+12,eng,285,361,43,9/1/2001,Bethany House Publishers,2001,1
4572,14788,The Lady Chosen (Bastion Club  #1),Stephanie Laurens,3.97,60002069,9.78006E+12,eng,464,5686,193,8/26/2003,Avon,2003,2
4573,37339,On a Wicked Dawn (Cynster  #9),Stephanie Laurens,4.06,60002050,9.78006E+12,eng,448,5708,133,4/30/2002,Avon,2002,2
4574,14790,Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date,John Major Jenkins/Terence McKenna,3.71,1879181487,9.78188E+12,eng,480,186,17,8/1/1998,Bear  Company,1998,1
4575,14808,Travels of Marco Polo,Marco Polo/Howard Mittelmark/Milton Rugoff,3.58,451529510,9.78045E+12,eng,297,68,16,10/5/2004,Signet,2004,1
4576,14812,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,075640360X,9.78076E+12,eng,980,827,23,7/1/2006,Daw Books,2006,1
4577,14839,Last Man Standing,David Baldacci,4.04,446611778,9.78045E+12,eng,640,41611,727,9/1/2002,Warners Visions Books,2002,6
4578,14841,Last Man Standing,David Baldacci,4.04,743428951,9.78074E+12,eng,548,60,6,6/3/2002,Pocket Books,2002,6
4579,14851,Last Man Standing,David Baldacci,4.04,330419706,9.78033E+12,eng,556,110,15,11/1/2003,Pan Publishing,2003,6
4580,15154,The Collectors (Camel Club  #2),David Baldacci,4.02,044653109X,9.78045E+12,eng,438,34462,1410,10/18/2006,Warner Books,2006,6
4581,15157,Saving Faith,David Baldacci,3.88,446608890,9.78045E+12,eng,528,15509,671,9/1/2000,Vision,2000,6
4582,15160,Total Control,David Baldacci,4.08,033041965X,9.78033E+12,eng,613,86,6,8/1/2003,Pan Publishing,2003,6
4583,14870,The Outsiders,S.E. Hinton/Jodi Picoult,4.09,143039857,9.78014E+12,eng,160,1589,132,5/30/2006,Penguin Books,2006,1
4584,14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,61120073,9.78006E+12,eng,496,345283,16114,5/30/2006,HarperCollins Publishers,2006,1
4585,14896,Wolf Willow,Wallace Stegner/Page Stegner,3.97,141185015,9.78014E+12,eng,306,597,97,12/1/2000,Penguin Classics,2000,1
4586,14899,Mormon Country,Wallace Stegner/Richard W. Etulain,3.95,803293054,9.7808E+12,eng,362,557,74,9/1/2003,Bison Books,2003,1
4587,14914,Pride and Prejudice,Jane Austen/Pat Rogers,4.26,521825148,9.78052E+12,eng,540,56,7,7/1/2006,Cambridge University Press,2006,1
4588,14917,Desire and Duty: A Sequel to Jane Austen's Pride and Prejudice,Ted Bader/Marilyn Bader,2.86,965429903,9.78097E+12,eng,286,114,9,2/1/1997,Revive Publishing,1997,1
4589,14926,Emma,Jane Austen/James Kinsley/Adela Pinch,4.0,192802372,9.78019E+12,eng,402,737,72,7/10/2003,Oxford University Press,2003,1
4590,14934,Sense and Sensibility,Jane Austen/Claudia L. Johnson,4.07,039397751X,9.78039E+12,eng,269,768,68,10/30/2001,W. W. Norton & Company,2001,1
4591,14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,451218590,9.78045E+12,eng,272,53955,1041,8/1/2006,NAL,2006,1
4592,14941,To the Lighthouse,Virginia Woolf/Mark Hussey,3.78,156030470,9.78016E+12,eng,242,514,59,8/1/2005,Mariner Books,2005,1
4593,14942,Mrs. Dalloway,Virginia Woolf/Maureen Howard,3.79,151009988,9.78015E+12,eng,194,176190,5595,10/28/2002,Houghton Mifflin Harcourt,2002,1
4594,14945,Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf/Jeanne Schulkind,4.26,156619180,9.78016E+12,eng,230,1729,121,8/23/1985,Mariner Books,1985,1
4595,14946,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf/Susan Dick,4.05,156212501,9.78016E+12,eng,345,747,36,6/1/1989,Mariner Books,1989,1
4596,14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,156260379,9.78016E+12,eng,384,383,11,9/17/1980,Mariner Books,1980,3
4597,18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.5,156260409,9.78016E+12,eng,424,231,8,9/30/1985,Mariner Books,1985,3
4598,18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,156260387,9.78016E+12,eng,408,485,14,9/14/1981,Mariner Books,1981,3
4599,14948,A Writer's Diary,Virginia Woolf/Leonard Woolf,4.26,156027917,9.78016E+12,eng,355,3345,133,3/31/2003,Mariner Books,2003,1
4600,14951,The Autobiography of Alice B. Toklas,Gertrude Stein,3.59,141185368,9.78014E+12,eng,272,255,31,4/26/2001,Penguin Classics,2001,1
4601,14975,Labyrinth (Languedoc  #1),Kate Mosse,3.57,425213978,9.78043E+12,eng,515,40300,2498,2/6/2007,Berkley Books,2007,1
4602,14978,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),James Luceno,3.84,345475739,9.78035E+12,eng,370,5701,215,9/27/2005,Del Rey Books,2005,1
4603,14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/Andr̩ Maurois,4.46,141184841,9.78014E+12,eng,287,934,82,9/28/2000,Penguin,2000,1
4604,14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9.78055E+12,eng,446,227884,6253,8/29/2006,Bantam,2006,20
4605,14996,Brother Odd (Odd Thomas  #3),Dean Koontz,3.98,553804804,9.78055E+12,eng,364,54120,2053,11/28/2006,Bantam,2006,20
4606,15676,Strangers,Dean Koontz,4.0,425181111,9.78043E+12,eng,704,38693,590,10/1/2002,Berkley,2002,20
4607,15746,One Door Away from Heaven,Dean Koontz,3.97,553582755,9.78055E+12,eng,681,17959,555,10/29/2002,Bantam,2002,20
4608,15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,970998716,9.78097E+12,eng,700,602,10,10/25/2001,Bright Sky Press,2001,20
4609,16429,The Husband,Dean Koontz,3.8,553804790,9.78055E+12,eng,400,39604,1527,5/30/2006,Bantam,2006,20
4610,16431,Sole Survivor,Dean Koontz,3.78,553589490,9.78055E+12,eng,403,23244,547,7/25/2006,Bantam Books,2006,20
4611,16433,Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,553588265,9.78055E+12,eng,364,61555,2263,10/31/2006,Bantam Books,2006,20
4612,16435,Life Expectancy,Dean Koontz,4.01,553588249,9.78055E+12,eng,476,26983,1568,10/25/2005,Bantam Books,2005,20
4613,32421,Velocity,Dean Koontz,3.86,553588257,9.78055E+12,eng,460,53394,1527,4/25/2006,Bantam,2006,20
4614,32422,Hideaway,Dean Koontz,3.84,425203891,9.78043E+12,eng,413,30539,453,7/5/2005,Berkley,2005,20
4615,32424,Lightning,Dean Koontz,4.06,425192032,9.78043E+12,eng,384,49312,1644,9/2/2003,Berkley,2003,20
4616,32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4.0,553579754,9.78055E+12,eng,448,31462,833,12/1/1998,Bantam Books,1998,20
4617,32434,Mr. Murder,Dean Koontz,3.76,425210758,9.78043E+12,eng,493,22577,448,7/5/2006,Berkley,2006,20
4618,32435,Phantoms,Dean Koontz,3.94,425181103,9.78043E+12,eng,448,61123,1047,2/5/2002,Berkley,2002,20
4619,32437,The Face,Dean Koontz,3.71,553584480,9.78055E+12,eng,649,18747,559,4/27/2004,Bantam,2004,20
4620,32438,Shattered,Dean Koontz,3.9,425099334,9.78043E+12,eng,289,19637,228,2/15/1985,Berkley,1985,20
4621,32439,Intensity,Dean Koontz,4.04,553582917,9.78055E+12,eng,436,65221,2345,10/31/2000,Bantam,2000,20
4622,32441,The Good Guy,Dean Koontz,3.82,553804812,9.78055E+12,eng,386,29967,1317,5/29/2007,Bantam,2007,20
4623,32456,Darkfall,Dean Koontz,3.82,425214591,9.78043E+12,eng,371,17016,364,2/6/2007,Berkley,2007,20
4624,15004,First Love: A Gothic Tale,Joyce Carol Oates/Barry Moser/Erhan Sunar,3.19,088001508X,9.78088E+12,eng,86,579,83,8/21/1997,Ecco,1997,1
4625,15012,The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,Lotte H. Eisner,4.16,520024796,9.78052E+12,eng,360,274,10,1/7/1974,University of California Press,1974,1
4626,15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,4.03,71401946,9.78007E+12,eng,240,40400,2256,7/9/2002,McGraw-Hill Education,2002,1
4627,15015,Conversations with God: An Uncommon Dialogue  Book 1,Neale Donald Walsch,4.18,399142789,9.7804E+12,eng,240,26465,1276,10/29/1996,Berkley,1996,3
4628,15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,1571741038,9.78157E+12,eng,392,14583,178,12/3/2005,Hampton Roads Publishing Company,2005,3
4629,15019,Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,1571740562,9.78157E+12,eng,263,21800,225,12/3/2005,Hampton Roads Publishing Company,2005,3
4630,15021,Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,Robert Scoble/Shel  Israel,3.72,047174719X,9.78047E+12,eng,251,547,32,1/1/2006,Wiley,2006,1
4631,15022,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace,Margaret Shepherd/Penny Carter/Sharon Hogan,3.58,767921690,9.78077E+12,eng,228,457,72,12/27/2005,Three Rivers Press (CA),2005,1
4632,15023,Conversation: A History of a Declining Art,Stephen Miller,3.2,300110308,9.7803E+12,eng,368,95,16,3/11/2006,Yale University Press,2006,1
4633,15030,Bono: In Conversation with Michka Assayas,Michka Assayas,3.95,1573223093,9.78157E+12,eng,336,1490,137,4/21/2005,Riverhead Hardcover,2005,1
4634,15044,Art and Lies,Jeanette Winterson,3.86,679762701,9.78068E+12,eng,240,3469,141,2/20/1996,Vintage,1996,9
4635,15045,Tanglewreck,Jeanette Winterson,3.46,1582349193,9.78158E+12,eng,415,1684,202,7/1/2006,Bloomsbury Children's Books,2006,9
4636,15046,Weight: The Myth of Atlas and Heracles,Jeanette Winterson,3.77,1841957186,9.78184E+12,eng,151,4326,392,10/5/2005,Canongate U.S.,2005,9
4637,15047,The Passion,Jeanette Winterson,4.11,802135226,9.7808E+12,eng,176,15572,1008,8/7/1997,Grove Press,1997,9
4638,15048,Art Objects: Essays on Ecstasy and Effrontery,Jeanette Winterson,4.05,679768203,9.78068E+12,eng,192,1760,100,2/4/1997,Vintage,1997,9
4639,15049,The World and Other Places: Stories,Jeanette Winterson,3.86,375702369,9.78038E+12,eng,240,1962,110,6/20/2000,Vintage,2000,9
4640,15050,Sexing the Cherry,Jeanette Winterson,3.81,802135781,9.7808E+12,eng,167,12684,627,8/10/1998,Grove Press,1998,9
4641,15052,Lighthousekeeping,Jeanette Winterson,3.85,156032899,9.78016E+12,eng,232,6229,497,4/3/2006,Mariner Books,2006,9
4642,15054,Written on the Body,Jeanette Winterson,4.07,679744479,9.78068E+12,eng,192,20951,1361,2/1/1994,Vintage,1994,9
4643,15073,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,Alfred Hitchcock/Don Tothe,3.89,883657279,9.78088E+12,eng,512,81,7,8/1/2005,Galahad Books,2005,1
4644,15085,The Mystery of the Whispering Mummy (Alfred Hitchcock and The Three Investigators  #3),Robert Arthur/Alfred Hitchcock,3.84,394837681,9.78039E+12,eng,185,81,1,9/12/1985,Random House Books for Young Readers,1985,1
4645,15096,Five Quarters of the Orange,Joanne Harris,3.85,60958022,9.78006E+12,eng,307,26258,1936,6/4/2002,Harper Perennial,2002,7
4646,15098,Five Quarters of the Orange,Joanne Harris,3.85,61214604,9.78006E+12,eng,336,582,74,1/2/2007,William Morrow Paperbacks,2007,7
4647,15100,Sleep  Pale Sister,Joanne Harris,3.28,60787112,9.78006E+12,eng,396,2963,232,8/30/2005,William Morrow Paperbacks,2005,7
4648,15101,Blackberry Wine,Joanne Harris,3.8,380815923,9.78038E+12,eng,368,10721,617,12/23/2003,William Morrow Paperbacks,2003,7
4649,15102,Gentlemen and Players,Joanne Harris,3.91,60559144,9.78006E+12,eng,422,10511,1201,1/3/2006,William Morrow,2006,7
4650,15104,Blackberry Wine,Joanne Harris,3.8,552998001,9.78055E+12,eng,334,506,55,4/1/2001,Black Swan,2001,7
4651,15110,The Lollipop Shoes (Chocolat  #2),Joanne Harris,3.83,385609485,9.78039E+12,eng,464,200,27,5/2/2007,Doubleday,2007,7
4652,15111,The French Kitchen: A Cookbook,Joanne Harris/Fran Warde,4.09,385607016,9.78039E+12,eng,256,35,0,11/3/2003,Doubleday,2003,1
4653,15148,Ralph Ellison: A Biography,Arnold Rampersad,4.15,375408274,9.78038E+12,eng,657,182,24,4/24/2007,Knopf Publishing Group,2007,1
4654,15167,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,Haven Kimmel,4.05,074328500X,9.78074E+12,eng,313,8769,935,2/1/2007,Free Press,2007,4
4655,15170,The Solace Of Leaving Early,Haven Kimmel,3.79,7152531,9.78001E+12,eng,315,87,15,11/3/2003,Flamingo,2003,4
4656,15173,The Used World,Haven Kimmel,3.63,743247787,9.78074E+12,eng,308,1398,249,9/18/2007,Free Press,2007,4
4657,15174,Something Rising,Haven Kimmel,3.61,743247779,9.78074E+12,eng,288,1237,154,4/5/2005,Free Press,2005,4
4658,15168,Orville: A Dog Story,Haven Kimmel/Robert Andrew Parker,4.13,061815955X,9.78062E+12,eng,32,159,39,9/22/2003,Clarion Books,2003,1
4659,15177,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,4.29,345321383,9.78035E+12,eng,278,9010,944,4/12/1985,Del Rey,1985,1
4660,15190,Looking for God in Harry Potter,John Granger,4.13,1414306342,9.78141E+12,eng,234,1347,94,2/17/2006,SaltRiver,2006,1
4661,15194,Shades of Murder (Mitchell and Markby Village  #13),Ann Granger,3.88,747268037,9.78075E+12,eng,404,260,25,2/1/2001,Headline,2001,1
4662,15195,The Complete Maus,Art Spiegelman,4.55,141014083,9.78014E+12,eng,296,111475,5966,10/2/2003,Penguin Books,2003,2
4663,15196,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),Art Spiegelman,4.34,394541553,9.78039E+12,eng,159,203013,4873,11/1/1991,Pantheon Books,1991,2
4664,15221,The Lord of the Rings: The Two Towers: Visual Companion,Jude Fisher/Viggo Mortensen,4.51,618258027,9.78062E+12,eng,72,4524,23,11/6/2002,Houghton Mifflin Harcourt,2002,1
4665,15225,In the Green Star's Glow (Green Star  #5),Lin Carter,3.51,879972165,9.78088E+12,eng,192,93,11,1/20/1976,DAW Books,1976,2
4666,15229,By the Light of the Green Star (Green Star  #3),Lin Carter,3.53,879971207,9.78088E+12,eng,175,102,10,7/16/1974,DAW,1974,2
4667,15232,The Lord of the Rings: A Reader's Companion,Wayne G. Hammond/Christina Scull,4.35,618642676,9.78062E+12,eng,416,4380,21,12/27/2005,Houghton Mifflin Harcourt,2005,1
4668,15239,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,618154027,9.78062E+12,eng,120,6356,21,11/6/2001,Houghton Mifflin Harcourt,2001,1
4669,15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,4.19,425198324,9.78043E+12,eng,320,8481,451,10/5/2004,Berkley,2004,1
4670,15260,The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece,David Colbert,4.08,425187713,9.78043E+12,eng,208,2073,50,10/1/2002,Berkley Trade,2002,1
4671,15276,The Rough Guide to Vietnam,Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,3.89,1843536161,9.78184E+12,eng,639,34,3,10/1/2006,Rough Guides,2006,1
